,asset,time,AdrActCnt,HashRate,ReferenceRateUSD,TxCnt
285,btc,2020-05-23T00:00:00.000000000Z,848702,89549429.16582084,9161.81503389831,267042
286,btc,2020-05-24T00:00:00.000000000Z,807939,87291880.53138837,9183.66212507305,216545
287,btc,2020-05-25T00:00:00.000000000Z,828919,94064526.43468578,8806.23065715956,267395
288,btc,2020-05-26T00:00:00.000000000Z,852839,93312010.2232083,8909.19258153127,286759
289,btc,2020-05-27T00:00:00.000000000Z,913075,103847237.18389316,8835.13725336061,299984
290,btc,2020-05-28T00:00:00.000000000Z,866559,98579623.70355071,9169.05743921683,299064
291,btc,2020-05-29T00:00:00.000000000Z,852420,95569558.85764076,9568.26185300994,282773
292,btc,2020-05-30T00:00:00.000000000Z,902498,117392528.99048796,9432.41333343074,284116
293,btc,2020-05-31T00:00:00.000000000Z,801889,112877431.72162303,9691.68049117475,258529
294,btc,2020-06-01T00:00:00.000000000Z,870833,100837172.33798319,9433.94384663939,302044
295,btc,2020-06-02T00:00:00.000000000Z,899961,97074591.28059575,10199.1350542373,308948
296,btc,2020-06-03T00:00:00.000000000Z,950153,104599753.39537065,9512.34653302163,311153
297,btc,2020-06-04T00:00:00.000000000Z,884109,108319274.22458893,9642.27340035067,315771
